100
40
2
3
5
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
21 15 15 31 25 19 26 25 29 17 26 27 30 23 34 29 23 23 20 28 34 31 34 18 15 27 23 21 20 17 24 19 22 24 25 28 28 34 24 24 19 16 17 24 27 17 25 18 26 18 16 24 28 24 20 18 15 18 24 22 20 28 21 15 30 24 15 20 23 25 33 16 31 21 16 35 35 21 27 18 35 33 22 35 22 29 20 28 30 35 33 29 28 30 32 30 35 27 30 30 
17 32 23 16 26 18 30 29 19 35 30 33 24 30 17 32 20 24 20 25 16 16 27 17 26 26 31 17 25 33 30 28 26 33 16 15 29 32 28 25 19 18 34 25 20 31 17 26 30 31 30 35 30 16 20 31 22 35 29 18 22 31 31 24 27 20 17 17 19 18 16 32 15 25 19 29 33 32 26 23 25 26 19 33 21 26 34 21 32 26 27 16 30 26 15 16 35 16 33 31 
26 17 32 16 35 28 27 18 21 27 34 30 24 27 22 22 19 20 18 33 24 28 33 24 17 33 16 33 17 22 18 17 32 25 34 17 29 35 27 31 30 28 27 24 22 20 20 22 23 32 24 18 26 24 27 30 23 18 24 27 22 19 15 22 16 24 29 19 28 27 27 29 17 33 27 24 22 23 28 20 30 16 25 30 21 20 15 15 19 23 16 22 23 16 23 35 23 32 30 21 
22 32 19 16 27 34 21 32 28 17 18 25 18 17 29 27 29 19 18 24 23 32 28 18 26 18 21 26 25 22 17 33 17 21 18 17 22 23 31 29 19 15 21 27 16 27 22 29 17 26 25 17 33 33 26 33 17 32 15 23 15 24 30 24 33 15 33 17 16 17 26 16 19 22 33 28 21 35 20 22 19 24 32 27 18 20 35 23 25 23 23 26 28 27 33 20 19 25 15 28 
26 33 27 31 23 31 15 29 15 21 27 27 25 17 21 16 27 15 24 26 19 27 31 33 17 15 28 17 21 26 29 29 24 17 23 16 24 25 29 30 25 33 23 28 33 31 24 31 20 16 16 20 25 20 20 35 28 35 27 25 34 26 32 30 28 33 20 28 34 18 21 19 22 21 20 34 34 15 21 30 20 27 35 27 29 33 33 31 31 23 26 32 15 24 32 23 15 31 31 26 
28 20 25 17 15 20 27 23 32 32 23 16 32 25 16 33 21 17 17 21 24 35 29 21 28 34 27 34 25 20 23 19 25 24 29 17 25 28 16 17 23 34 34 15 18 22 28 26 32 26 22 19 32 19 31 17 16 35 22 22 19 25 28 30 16 25 35 28 33 28 32 30 32 19 19 26 15 28 19 21 21 20 21 24 23 16 18 22 18 31 33 22 26 15 20 30 34 23 32 20 
22 24 32 29 28 32 31 32 27 25 18 31 35 29 28 27 31 31 26 16 33 29 19 20 28 33 17 16 30 34 25 29 16 21 34 28 22 27 20 34 35 30 29 21 34 15 29 16 18 30 30 23 18 25 33 22 33 30 27 18 27 25 16 18 31 22 30 25 20 18 26 18 15 26 30 31 28 32 19 27 31 24 34 22 22 19 21 16 23 34 29 28 34 30 33 31 15 24 19 32 
16 28 30 16 35 26 18 18 35 22 18 30 33 32 29 16 32 29 27 27 35 23 31 22 16 15 29 18 30 34 24 26 18 27 35 27 25 26 19 16 24 26 20 25 27 25 27 22 15 32 30 32 33 31 26 15 34 23 30 35 35 20 16 28 31 30 23 34 19 23 31 20 25 28 24 30 17 29 26 16 26 16 26 29 22 22 16 29 18 24 31 30 19 32 17 34 20 29 35 33 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
24 21 33 15 20 20 22 15 18 17 16 31 34 17 19 29 27 26 25 20 22 27 16 17 20 31 31 21 30 25 15 30 33 35 22 23 15 19 16 22 35 27 23 19 30 18 24 17 35 20 22 21 33 25 33 22 30 16 29 28 21 34 30 30 21 20 31 22 22 17 35 26 26 33 32 33 21 17 26 34 28 19 18 29 27 21 27 27 24 28 27 15 32 19 28 24 35 15 29 22 
35 28 15 19 17 31 20 33 26 25 30 25 33 29 24 31 25 23 29 29 32 15 21 17 19 15 25 30 32 21 30 34 33 35 23 35 30 16 29 30 30 24 23 20 28 35 26 25 19 27 27 20 18 20 32 23 30 27 32 29 15 20 22 24 27 33 35 31 19 18 32 31 30 17 31 32 24 33 17 21 27 23 17 16 24 34 32 29 27 34 29 20 19 21 17 28 33 15 32 28 
31 28 18 19 33 16 30 32 15 35 17 25 15 18 22 25 17 26 33 25 25 19 23 30 26 34 23 31 34 33 29 22 31 32 33 25 25 24 26 18 15 24 17 21 19 35 31 15 32 26 34 24 23 26 28 28 31 15 16 30 28 33 29 35 31 32 23 33 20 27 35 25 17 20 20 34 27 26 24 26 33 23 32 22 35 24 24 20 20 26 24 25 35 19 33 32 18 26 33 32 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
32 18 32 22 18 29 22 18 28 16 19 33 30 34 25 32 29 17 15 33 15 29 28 20 31 27 22 25 16 28 22 19 27 18 31 31 15 20 32 34 29 18 16 22 29 25 16 20 27 18 28 31 24 23 20 18 31 29 23 31 24 16 20 15 27 26 33 17 25 20 26 34 20 23 33 17 29 35 23 29 23 20 17 24 22 21 35 27 18 16 35 18 17 32 25 31 30 25 30 32 
20 34 17 31 26 15 26 30 31 34 15 32 20 23 29 33 29 22 29 27 16 25 32 19 32 24 32 26 24 15 21 20 23 31 32 34 20 18 24 17 16 21 15 34 35 34 20 31 24 18 15 17 35 29 26 19 22 29 16 21 25 26 22 27 26 19 28 15 28 22 24 15 15 33 24 35 29 24 24 34 27 22 15 28 19 24 35 27 22 21 23 32 28 24 26 28 25 30 16 21 
22 34 30 27 34 17 34 29 30 20 26 33 20 22 19 16 27 26 18 34 19 24 35 30 18 24 24 17 30 26 28 23 29 18 18 17 27 34 25 23 22 33 22 35 26 27 22 18 26 35 26 23 27 15 28 19 26 16 29 35 32 32 28 15 30 22 27 29 29 30 27 30 30 34 17 33 20 32 34 21 25 17 35 17 31 35 22 18 35 28 20 15 27 27 33 32 32 33 20 20 
1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 
16 17 20 31 30 33 16 20 32 27 32 33 32 28 23 20 24 21 18 16 15 17 29 35 23 16 30 35 16 33 28 15 23 34 19 33 23 31 30 30 31 17 34 27 20 23 19 29 17 20 30 35 24 30 33 35 23 30 31 23 21 26 26 29 15 27 20 26 24 25 25 34 24 33 23 20 32 21 30 25 15 33 19 32 27 23 22 25 26 34 25 26 18 18 21 22 30 26 33 19 
20 20 23 24 19 24 29 23 19 26 33 26 35 23 22 15 30 32 28 23 35 31 29 24 31 29 18 25 20 22 21 33 31 32 19 18 22 18 19 18 35 16 24 26 25 34 19 20 17 34 25 18 32 33 27 24 29 28 21 19 18 17 15 25 16 20 15 35 29 30 20 21 32 24 16 28 33 26 19 29 16 30 35 24 28 16 24 21 33 18 31 25 30 32 31 19 16 27 15 34 
27 16 30 27 27 17 18 16 20 26 33 35 22 34 18 28 24 32 30 33 27 17 19 29 18 20 23 24 34 28 25 19 23 21 23 21 20 22 31 25 29 30 17 23 26 18 28 19 26 34 25 33 28 28 30 34 15 33 19 17 30 21 35 32 26 15 18 30 30 27 29 19 32 16 35 15 28 15 29 28 20 21 31 33 31 23 23 35 18 33 27 17 28 19 35 17 32 31 28 18 
34 25 25 24 25 16 18 35 35 33 15 32 27 18 27 16 21 31 30 17 34 17 16 16 20 16 22 16 26 21 22 16 25 28 29 26 35 29 27 15 21 15 15 17 30 18 20 27 30 17 20 16 15 35 19 16 29 16 25 21 33 33 16 23 31 23 27 31 25 28 17 34 21 33 19 33 28 23 34 30 28 33 15 22 33 25 29 20 24 30 33 16 29 33 30 30 28 15 27 23 
17 24 23 26 21 19 25 15 15 34 26 22 35 35 23 27 34 34 26 27 22 25 29 30 34 25 26 15 31 31 25 25 24 25 33 21 33 35 34 29 17 29 20 35 31 28 31 28 35 33 25 29 20 28 23 17 18 26 15 18 19 18 30 34 27 21 19 25 17 22 17 21 30 21 28 32 28 31 23 27 26 27 33 17 22 27 21 19 32 15 23 28 24 32 19 33 20 20 32 30 
30 27 35 26 24 15 32 22 27 19 19 20 31 32 21 25 35 31 30 15 31 22 30 31 34 28 31 32 24 25 27 15 32 20 34 33 33 31 29 18 32 25 31 17 26 30 29 30 29 25 23 18 16 33 21 22 35 19 24 31 28 19 29 30 32 24 24 22 25 34 25 15 22 29 29 29 24 19 27 23 23 30 29 25 19 20 25 20 22 21 19 19 34 34 32 20 18 34 22 30 
15 15 23 19 20 27 32 31 19 32 17 31 24 18 16 19 21 30 33 34 27 28 31 20 15 23 21 28 23 17 34 16 22 22 29 18 15 18 34 21 15 33 25 35 21 30 17 18 34 17 20 25 20 15 33 16 22 19 20 16 20 34 24 34 17 28 27 32 26 29 17 24 20 20 29 24 29 33 28 15 28 29 20 30 19 34 18 17 26 18 34 25 22 34 33 34 17 32 32 27 
19 30 30 35 18 16 29 22 16 15 27 19 18 23 25 18 27 21 28 33 31 16 29 17 24 21 24 16 32 29 32 30 25 19 19 19 20 24 19 18 23 34 29 22 28 25 15 34 29 21 26 26 32 30 34 33 32 29 34 17 30 29 29 28 32 22 18 34 24 27 22 26 29 33 16 19 18 26 30 15 31 24 24 35 22 27 19 17 20 33 21 19 35 18 22 16 19 18 33 18 
19 34 25 18 15 24 35 19 17 17 20 28 18 20 34 16 30 23 19 30 29 20 27 19 27 24 15 34 15 15 19 17 22 19 21 22 21 29 25 19 17 18 27 30 34 27 18 33 29 30 15 19 27 21 26 34 30 16 16 32 22 16 32 22 19 20 25 16 29 30 19 21 34 16 16 25 34 15 20 34 25 27 33 28 22 24 22 19 20 23 25 35 23 31 22 20 31 32 30 25 
31 18 31 17 24 18 33 25 23 23 15 30 29 19 20 18 26 18 16 26 24 33 19 29 32 31 33 35 28 15 31 26 26 19 20 18 27 32 21 17 23 33 29 34 15 35 30 26 18 28 21 17 33 34 21 33 24 24 16 31 25 33 25 23 32 20 23 16 19 27 21 29 32 15 32 23 15 19 26 20 16 25 28 33 16 22 31 16 15 19 24 28 26 30 24 31 15 24 35 15 
23 31 22 28 22 25 31 33 17 31 32 30 22 32 34 32 35 18 27 24 26 19 30 15 18 26 17 19 28 32 31 27 27 17 32 24 24 18 22 25 18 35 35 17 22 27 15 21 32 17 21 20 33 35 18 35 29 32 29 29 34 21 24 34 15 21 26 16 24 27 17 34 35 29 26 22 27 34 32 28 24 20 31 34 20 29 35 16 31 34 15 34 34 18 16 34 15 20 18 25 
22 32 31 17 26 16 24 28 24 23 24 18 16 20 33 19 16 23 34 16 22 30 32 34 28 16 32 15 32 35 18 35 27 29 17 26 32 24 21 27 18 21 30 31 33 30 29 15 22 27 26 24 19 25 21 35 33 29 28 19 27 23 28 17 29 18 19 28 32 22 17 20 19 35 33 28 23 19 16 17 17 30 34 17 24 32 25 18 34 15 29 17 17 18 33 19 24 28 25 22 
20 35 26 22 31 35 25 24 27 24 26 29 32 16 25 23 15 20 15 15 17 33 22 29 30 28 23 29 34 28 33 17 33 26 28 18 27 25 21 27 32 24 19 33 34 19 34 25 21 27 24 27 33 27 32 30 27 31 21 22 34 25 30 33 28 35 22 29 23 17 22 31 15 15 18 18 30 32 19 35 16 27 32 17 17 20 33 20 23 20 27 16 33 21 32 18 20 22 23 18 
20 21 23 31 19 35 18 15 26 18 18 23 32 29 28 27 24 16 20 18 17 29 30 16 20 31 21 17 31 32 15 32 35 22 16 28 29 33 19 16 15 19 19 17 19 17 32 20 17 19 29 31 18 29 29 15 27 23 34 26 16 28 17 30 21 32 31 19 22 16 30 18 33 30 28 18 16 20 25 18 18 15 28 26 26 23 27 31 27 30 25 25 15 20 21 21 23 22 25 22 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0.9333333333333333 0 0.7333333333333334 0 0 0 0 0.5333333333333333 0 0.8 0 0.2666666666666667 0 0 0 0.8 0 0 0.2666666666666667 0.33333333333333337 0 0.8666666666666667 0.9333333333333333 0.2666666666666667 0.7333333333333334 0 0.0 0 0.8666666666666667 0 0 0 0 0.6666666666666667 0 0.6 0.2666666666666667 0.7333333333333334 0.8666666666666667 0.19999999999999996 0.4666666666666667 0.8666666666666667 0 0.8 0 0 0.7333333333333334 0.4 0 0 0 0 0 0 0.0 0 0 0 0 0 0 0 0.9333333333333333 0 0 0 0.6 0 0.7333333333333334 0 1.0 0 0 0 0 1.0 0 0 0 0 0.0 1 0.19999999999999996 0 0.19999999999999996 0 0.0 0 0 0.6666666666666667 0 0 1 0 0 0 0 
0 0.8666666666666667 0 0 0.33333333333333337 0 0 0.6 0.7333333333333334 0 0.0 0 0 0.33333333333333337 0.19999999999999996 0.2666666666666667 0.19999999999999996 0.4 0.6 0.19999999999999996 0 0 0.1333333333333333 0.4666666666666667 0.5333333333333333 0.9333333333333333 0.6 0.1333333333333333 0 0.6666666666666667 0.8666666666666667 0 0.0 0 0 0.1333333333333333 0.19999999999999996 1 0.19999999999999996 1.0 0 0 0.33333333333333337 0 0 0.0 1 0 0 1.0 0 0.19999999999999996 0 0 0.6 1 0 0 0 0 0 0.6 0 0.4 0.6666666666666667 0 0.8 0.7333333333333334 0 0 0 0 0 0.06666666666666665 0 0 0.2666666666666667 0 0 0.33333333333333337 0 0.8 0.9333333333333333 0.7333333333333334 0 0 0 0.06666666666666665 0 0 0.4666666666666667 0 0 0.6666666666666667 0.2666666666666667 0 0.1333333333333333 0.1333333333333333 0 0.33333333333333337 
0 0.06666666666666665 0 0.7333333333333334 1.0 0 1 0.33333333333333337 0.33333333333333337 0 0.4666666666666667 0.33333333333333337 0 0 1.0 0 0.9333333333333333 0 0.2666666666666667 0 0 0.7333333333333334 0.8 0 0 0 0 0 0.5333333333333333 0.7333333333333334 0 0.4 0.7333333333333334 0 0.9333333333333333 0 0 1 0 0 0 0 0.0 0 0 0.19999999999999996 0.33333333333333337 0 0 0.1333333333333333 0.9333333333333333 0.8 0 0 1 0.4666666666666667 0 0.1333333333333333 0 0.33333333333333337 0 0 0 0 0 0.7333333333333334 0.6 0 0.7333333333333334 0 0.6666666666666667 0 0 0.8666666666666667 0.6666666666666667 0 0.7333333333333334 1.0 0 0 0 0 0 0 0 0 0 0 1.0 0.8 0.4 0 0.7333333333333334 0 0.0 0.06666666666666665 0.4666666666666667 0 0 0 
0.1333333333333333 0 0 0 0 1.0 0 1.0 0 0.33333333333333337 0 0 0 0 0 0 0 0 0 1.0 0 0 0 0 0 0.6666666666666667 0 0.8 0.8666666666666667 0 0.4666666666666667 0 0 0.6666666666666667 0.19999999999999996 0 0 0 0 0.0 0.5333333333333333 0.0 0 0 0 0 0.8666666666666667 0 0 0 0.33333333333333337 0.06666666666666665 0.19999999999999996 0.7333333333333334 0 0 0 0 1 0 1 0.06666666666666665 0.8 0.2666666666666667 0.8666666666666667 0 0 1 1 0 0.4 0 0 0.1333333333333333 0.9333333333333333 0.2666666666666667 0 0.1333333333333333 0 1 0.6 0.5333333333333333 0.19999999999999996 0 0.19999999999999996 0.4 0 0.06666666666666665 0.33333333333333337 0 0 0.1333333333333333 0.06666666666666665 0.4 0 0 0.8 0.4666666666666667 0 0 
0.1333333333333333 0 0 0.06666666666666665 0 0 0.4666666666666667 0 0 1.0 0 0 0.6666666666666667 0 0 0.33333333333333337 0.0 0 0.0 0.0 0 0 0 0 0 0 0 0 1.0 0 0 0 0.19999999999999996 0 0 0 0 0 0.4 0.33333333333333337 0 0.33333333333333337 0 0.9333333333333333 0 0 0 0 0.5333333333333333 0.8 1 0.06666666666666665 0.2666666666666667 1 0.4666666666666667 0 0 0.6 0 0.6666666666666667 0 0 0 0 0.8666666666666667 0 0 0.9333333333333333 0.4 0 0.4666666666666667 0 0 1 0 0 0.33333333333333337 0.7333333333333334 0 0.06666666666666665 0 0.5333333333333333 1.0 0.7333333333333334 0 0 0 0.06666666666666665 0 0 0 0 0 0 0.1333333333333333 0 0 0.1333333333333333 0.2666666666666667 0.9333333333333333 
0.19999999999999996 0 0.6 0 0 0.6 0.06666666666666665 0 0.0 0 0 0.06666666666666665 0 0 0.8 0.33333333333333337 0.8 0.33333333333333337 1.0 0.4 0.33333333333333337 0 0 0.8 0 0.33333333333333337 0.1333333333333333 0 0.7333333333333334 0 0.7333333333333334 0.9333333333333333 0 0 0 0 0.06666666666666665 0.5333333333333333 0.33333333333333337 0.2666666666666667 0 0.7333333333333334 0 0 0 0 0.9333333333333333 0 0.8 0 0.9333333333333333 0.6 0.4 0.9333333333333333 0 0.7333333333333334 1 0.19999999999999996 1 0 0 0 0.19999999999999996 0.9333333333333333 0.9333333333333333 0 0.7333333333333334 0 0 0 0.6666666666666667 0 0.8 0 0 0 0.0 0 0 0 0 0.8666666666666667 0.7333333333333334 0 0 0 0 0 0.8666666666666667 0.06666666666666665 0 0 0 0 0 0.7333333333333334 0.4 0.19999999999999996 0.9333333333333333 0 
0.0 0 0 0 0 0 0 1.0 0.5333333333333333 0 0.8666666666666667 0 0 0.2666666666666667 0 0 0.0 0 0.8 0.1333333333333333 0.1333333333333333 0.5333333333333333 0 0 0.6 0 0.4 0 0.9333333333333333 0.6666666666666667 0 0 0.5333333333333333 0.19999999999999996 1 0 0.1333333333333333 0.1333333333333333 0 0.6666666666666667 0 0 0 0.0 0.06666666666666665 0.06666666666666665 0 0 0 0 0.5333333333333333 0.0 1 0 0.7333333333333334 0.6666666666666667 0.6666666666666667 1 0.19999999999999996 0.0 0.8 0 0 0 0 1.0 0.8666666666666667 0.6 0 0.8 0.1333333333333333 0 0.06666666666666665 0 0 0.6666666666666667 0 0 0 0.33333333333333337 0.1333333333333333 0 0 0 0.9333333333333333 0.0 0 0 0 0.2666666666666667 0 0 0 0 0 0.4 0.2666666666666667 0 0.4 0.1333333333333333 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0.8666666666666667 0.8666666666666667 0.8 0 0.4666666666666667 0 0.33333333333333337 0.9333333333333333 0.6 0.19999999999999996 0.1333333333333333 0.8666666666666667 0.6666666666666667 0 0.6666666666666667 0.2666666666666667 0 0 0.9333333333333333 0.06666666666666665 0 0 0.33333333333333337 0.2666666666666667 0 0 0.8666666666666667 0.19999999999999996 0 0.1333333333333333 0 0 0 0.8 0 0.8 0.6666666666666667 0 0.8666666666666667 0 0 0.1333333333333333 0.4 0.4666666666666667 0 0 0 0.4 0 0 0.1333333333333333 0 0.6666666666666667 0 0.6666666666666667 0.7333333333333334 0 0 0.6 0.8 0 0 1.0 0 0.4666666666666667 0 0.4 0.4 0.7333333333333334 0.7333333333333334 0 0.06666666666666665 0 0 0.9333333333333333 0 0 0 0 0.6 0 0.06666666666666665 0 0 0.06666666666666665 0 0.4666666666666667 0.19999999999999996 0 0 0 0.5333333333333333 0.6666666666666667 0 0.8 0.6 0 0 0 
0 0.06666666666666665 0 0.4666666666666667 0 0.5333333333333333 0.2666666666666667 0 0 0.2666666666666667 0 0 0 0 0 0.6666666666666667 0.5333333333333333 0 0 0 0 0.6 0 0 0 0.8 0.33333333333333337 0 0 0.33333333333333337 0 1.0 0 0.6 0 0 0 0.2666666666666667 0.5333333333333333 0 0 0.2666666666666667 0.4666666666666667 1.0 0 0.6 0 0.0 1 0.4 0 0.06666666666666665 0.6 0.6 0 0 0 0 0 0 0.33333333333333337 0.7333333333333334 0 0.8 0 0 0 0 0.4 0.19999999999999996 0 0.1333333333333333 0 0.9333333333333333 0 0 0.2666666666666667 0.06666666666666665 0.7333333333333334 0.9333333333333333 0.0 0 0 0 0 0.06666666666666665 0 0.0 0.8 0 0.2666666666666667 0.4 0 0.4 0 0.8 0 0 0.8 0.1333333333333333 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.6666666666666667 1 0 0.7333333333333334 0 0.1333333333333333 0 0 0 0 0 0 0 0.8 0.8666666666666667 1 0.8 0.2666666666666667 0 0 0 0 0.8 0 0 0 0 0.9333333333333333 0 0.06666666666666665 0 0.1333333333333333 0 0 1 0 0 0.33333333333333337 0.6 0.5333333333333333 0.4 0 0 0 0 0 0.19999999999999996 0 0.06666666666666665 0.2666666666666667 0 0.6 0 0.8 0 0 0 0.33333333333333337 0.8666666666666667 0.1333333333333333 0 0 0.8666666666666667 0 0.4 0 0 0 1.0 0 0.06666666666666665 0 0.0 0 0.6 0 0.19999999999999996 0.19999999999999996 0 0 0 0 0.4 0.19999999999999996 0.0 0 0 0.2666666666666667 0 0 0 0 0 0 0.33333333333333337 0 0 0 0 0 
0 0 0 0.4 0 0.9333333333333333 0.1333333333333333 0 0 0.6 0 0.06666666666666665 0.7333333333333334 1.0 1.0 0.5333333333333333 0.0 0 0.9333333333333333 0 0.33333333333333337 0.1333333333333333 1 0 0 0.7333333333333334 0 0 0.8666666666666667 0 1 0.7333333333333334 0 0 0 0 0 0.9333333333333333 0.7333333333333334 0 0.8666666666666667 0.4666666666666667 0.8 0.5333333333333333 0.1333333333333333 0.9333333333333333 0 0.6 0 0 0 1 0 0 0 0.19999999999999996 0 0 0 0 0 0.5333333333333333 0 0.2666666666666667 0.06666666666666665 0.0 1.0 0 0.6 0.6666666666666667 0.5333333333333333 0 0 1 1 0 0.7333333333333334 0 0 0 0 0 0.06666666666666665 0 0.2666666666666667 0 0 0 0 0 0 0 0 0.06666666666666665 0 0 0.9333333333333333 0 0 0 
